,Player,School,MP,FGA,FG%,2P,3P,3PA,FT,FTA,ORB,STL,BLK,TOV,PTS,eFG%,TRB%,AST%,OWS,DWS,WS/40,,Career_PER,,,,,,,,,
537,John Wallace,Syracuse,33,11.6,0.533,5.9,0.3,0.8,4,5.4,1.842602041,1.1,1.6,3.1,16.7,0.547,11.93196481,15.44281525,4.5,3.5,0.077,,14,,,,,,,,,
538,Tyler Zeller,UNC,23,8.6,0.543,4.7,0,0,3.5,4.5,2.7,0.7,1.1,1.4,12.8,0.543,15.1,4.9,9.9,5.6,0.231,,14.9,,,,,,,,,
539,Kentavious Caldwell-Pope,Georgia,33,12.7,0.415,3,2.3,6.9,2.9,3.9,1.3,1.9,0.4,1.6,15.8,0.507,11.5,13.3,5.8,3.8,0.182,,12,,,,,,,,,
540,Tony Allen,Oklahoma State,31.4,11.5,0.477,4.7,0.8,2.2,3.5,5.2,1.7,2,0.8,2.8,15.3,0.51,9.6,19,4.6,6.3,0.206,,14.2,,,,,,,,,
541,Jeff Taylor,Vanderbilt,29.3,10.3,0.483,4.1,0.9,2.4,3.4,4.9,2.1,1.1,0.4,2.3,14.2,0.524,11.2,14.3,10.4,6,0.167,,8.9,,,,,,,,,
542,Javaris Crittenton,Georgia Tech,31.3,11,0.45,3.8,1.1,3.2,3.4,4.3,0.9,2,0.1,3.9,14.4,0.501,11.93196481,15.44281525,2,1.7,0.145,,10.6,,,,,,,,,
543,Dion Waiters,Syracuse,20.4,7.7,0.453,2.5,1,2.8,1.8,2.3,0.4,1.5,0.2,1.1,9.7,0.516,5.5,19.7,4.4,2.7,0.198,,12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAX,38.3,18.5,0.694,9.4,4,9.7,7.4,9.4,5.5,3.2,5.7,4.2,26.2,0.694,25.8,44.6,21.6,18,0.413,,27.4,,,,,,,,,
,,AVG,28.6516791,10.06387337,0.491735568,3.997951583,0.888826816,2.460893855,3.052327747,4.257914339,1.842602041,1.153445065,0.945810056,2.189493433,13.71824953,0.53303352,11.93196481,15.44281525,6.23594041,5.406703911,0.184861163,,13.83296089,,,,,,,,Maximum Correlation,Category
,,COR,0.70371307,0.561987385,0.186000717,0.350539401,0.72712563,0.126554984,0.38829545,0.282138354,0.762051876,0.492415955,0.28948409,0.519989705,0.164323839,0.285246455,0.626637572,0.325015964,0.878137483,0.421195227,0.352153388,,,,,,,,,,0.391431065,WS/40
,,,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,,,,,,,,,,,
