,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
3954,1983,139,PHI,Sedale Threatt,West Virginia University Institute of Technology,14,951,22436,9327,1709,3613,0.485,0.293,0.815,22436,9.8,1.8,3.8,48,0.103,-0.8,6.8
4050,1984,1,HOU,Hakeem Olajuwon,University of Houston,18,1238,44222,26946,13748,3058,0.512,0.202,0.712,44222,21.8,11.1,2.5,162.8,0.177,4.9,77.1
4051,1984,2,POR,Sam Bowie,University of Kentucky,10,511,14098,5564,3845,1075,0.452,0.302,0.748,14098,10.9,7.5,2.1,26.9,0.091,0,7.2
4052,1984,3,CHI,Michael Jordan,University of North Carolina,15,1072,41011,32292,6672,5633,0.497,0.327,0.835,41011,30.1,6.2,5.3,214,0.25,8.1,104.4
4053,1984,4,DAL,Sam Perkins,University of North Carolina,17,1286,36598,15324,7666,1975,0.459,0.362,0.811,36598,11.9,6,1.5,105.4,0.138,1.4,31.4
4054,1984,5,PHI,Charles Barkley,Auburn University,16,1073,39330,23757,12546,4215,0.541,0.266,0.735,39330,22.1,11.7,3.9,177.2,0.216,7.4,93.5
4055,1984,6,WSB,Melvin Turpin,University of Kentucky,5,361,6871,3071,1655,183,0.516,0.111,0.777,6871,8.5,4.6,0.5,13.7,0.096,-1.4,1
4056,1984,7,SAS,Alvin Robertson,University of Arkansas,10,779,24669,10882,4066,3929,0.477,0.295,0.743,24669,14,5.2,5,52.1,0.101,4,37.3
4057,1984,8,LAC,Lancaster Gordon,University of Louisville,4,201,2581,1125,259,294,0.391,0.271,0.767,2581,5.6,1.3,1.5,-2.7,-0.05,-5.8,-2.5
4058,1984,9,KCK,Otis Thorpe,Providence College,17,1257,39822,17600,10370,2730,0.546,0.047,0.687,39822,14,8.2,2.2,106.4,0.128,1.2,32.2
4059,1984,10,PHI,Leon Wood,"California State University, Fullerton",6,274,4531,1742,316,867,0.392,0.326,0.792,4531,6.4,1.2,3.2,6.7,0.071,-3.3,-1.5
4060,1984,11,ATL,Kevin Willis,Michigan State University,21,1424,38362,17253,11901,1328,0.487,0.211,0.713,38362,12.1,8.4,0.9,81.8,0.102,-1.8,2
4061,1984,12,CLE,Tim McCormick,University of Michigan,8,483,10390,4030,2366,491,0.535,0.063,0.703,10390,8.3,4.9,1,21.5,0.099,-1.5,1.4
4062,1984,13,PHO,Jay Humphries,University of Colorado,11,788,23062,8772,2003,4339,0.476,0.297,0.782,23062,11.1,2.5,5.5,45,0.094,-0.2,10.6
4063,1984,14,LAC,Michael Cage,San Diego State University,15,1140,29716,8278,8646,1057,0.515,0,0.664,29716,7.3,7.6,0.9,74.4,0.12,0.9,21.9
4064,1984,15,DAL,Terence Stansbury,Temple University,3,192,2984,1200,277,390,0.444,0.224,0.779,2984,6.3,1.4,2,2.4,0.038,-3.7,-1.3
4065,1984,16,UTA,John Stockton,Gonzaga University,19,1504,47764,19711,4051,15806,0.515,0.384,0.826,47764,13.1,2.7,10.5,207.7,0.209,3.5,65.9
4066,1984,17,NJN,Jeff Turner,Vanderbilt University,10,612,11244,3697,2036,635,0.467,0.344,0.769,11244,6,3.3,1,8.9,0.038,-3.4,-4.1
4067,1984,18,IND,Vern Fleming,University of Georgia,12,893,24721,10125,3012,4293,0.498,0.181,0.764,24721,11.3,3.4,4.8,52,0.101,0.3,14.3
4068,1984,19,POR,Bernard Thompson,"California State University, Fresno",5,204,2935,1078,352,266,0.439,0,0.789,2935,5.3,1.7,1.3,3.4,0.056,-2.6,-0.5
4069,1984,20,DET,Tony Campbell,Ohio State University,11,690,15180,7994,2117,1019,0.456,0.254,0.79,15180,11.6,3.1,1.5,20.7,0.065,-1.7,1.2
4070,1984,21,MIL,Kenny Fields,"University of California, Los Angeles",4,184,2692,1140,464,188,0.474,0.188,0.733,2692,6.2,2.5,1,4.2,0.074,-2.1,-0.1
4078,1984,27,CLE,Ron Anderson,"California State University, Fresno",10,664,15112,7056,2312,952,0.471,0.287,0.814,15112,10.6,3.5,1.4,24.2,0.077,-1.7,1.1
4080,1984,29,IND,Stuart Gray,"University of California, Los Angeles",7,386,3457,906,1020,148,0.446,0,0.663,3457,2.3,2.6,0.4,3.3,0.046,-4,-1.8
4081,1984,30,GSW,Steve Burtt,Iona College,4,101,1121,584,92,123,0.426,0.143,0.695,1121,5.8,0.9,1.2,0,0,-6,-1.1
4084,1984,33,POR,Steve Colter,New Mexico State University,8,526,9570,3319,1051,1482,0.448,0.289,0.778,9570,6.3,2,2.8,17.3,0.087,-1.2,2
4086,1984,35,GSW,Othell Wilson,University of Virginia,2,127,2049,535,212,424,0.454,0.176,0.746,2049,4.2,1.7,3.3,1.4,0.032,-3,-0.5
4087,1984,36,PHO,Charles Jones,University of Louisville,4,201,3009,1015,758,206,0.493,0.111,0.611,3009,5,3.8,1,4.5,0.072,-0.9,0.8
4088,1984,37,CHI,Ben Coleman,University of Maryland,5,227,3612,1494,928,128,0.516,0,0.759,3612,6.6,4.1,0.6,5,0.067,-3.2,-1.1
4090,1984,39,SEA,Danny Young,Wake Forest University,10,574,9536,2622,709,1674,0.437,0.327,0.835,9536,4.6,1.2,2.9,20.2,0.101,-1.3,1.7
4096,1984,45,GSW,Gary Plummer,Boston University,2,126,1439,531,307,66,0.43,0.143,0.717,1439,4.2,2.4,0.5,0.2,0.006,-6.1,-1.5
4097,1984,46,POR,Jerome Kersey,Longwood University,17,1153,28115,11825,6339,2134,0.465,0.201,0.69,28115,10.3,5.5,1.9,69.5,0.119,1.8,26.6
4103,1984,50,CLE,Ben McDonald,"University of California, Irvine",4,176,3692,1061,568,236,0.468,0.227,0.727,3692,6,3.2,1.3,2.5,0.033,-2.8,-0.8
4104,1984,51,HOU,Jim Petersen,University of Minnesota,8,491,9802,3397,2354,487,0.486,0.071,0.725,9802,6.9,4.8,1,13.8,0.067,-1.8,0.4
4123,1984,70,BOS,Rick Carlisle,University of Virginia,5,188,1461,422,141,201,0.422,0.229,0.775,1461,2.2,0.8,1.1,0.5,0.015,-5.2,-1.2
4142,1984,87,NYK,Bob Thornton,"University of California, Irvine",8,283,3386,844,712,99,0.444,0.222,0.558,3386,3,2.5,0.3,1.3,0.018,-4.8,-2.4
4192,1984,133,NYK,Eddie Lee Wilkins,Gardner-Webb University,6,322,3787,1534,1002,62,0.47,0,0.564,3787,4.8,3.1,0.2,2.5,0.032,-6.8,-4.6
4217,1984,156,NYK,Ken Bannister,Saint Augustine's College,5,253,3867,1501,893,111,0.488,0,0.492,3867,5.9,3.5,0.4,0.6,0.007,-5.5,-3.4
4296,1985,1,NYK,Patrick Ewing,Georgetown University,17,1183,40594,24815,11607,2215,0.504,0.152,0.74,40594,21,9.8,1.9,126.4,0.15,2,40.9
4297,1985,2,IND,Wayman Tisdale,University of Oklahoma,12,840,23868,12878,5117,1077,0.505,0,0.76,23868,15.3,6.1,1.3,45.7,0.092,-2,0
4298,1985,3,LAC,Benoit Benjamin,Creighton University,15,807,21911,9223,6063,1070,0.497,0.048,0.721,21911,11.4,7.5,1.3,32.7,0.072,-1.3,4
4299,1985,4,SEA,Xavier McDaniel,Wichita State University,12,870,25201,13606,5313,1775,0.485,0.261,0.718,25201,15.6,6.1,2,47.8,0.091,0.1,13.4
4300,1985,5,ATL,Jon Koncak,Southern Methodist University,11,784,16409,3520,3856,785,0.47,0.226,0.597,16409,4.5,4.9,1,29.2,0.085,-0.1,8
4301,1985,6,SAC,Joe Kleine,University of Arkansas,15,965,14712,4666,3991,622,0.453,0.271,0.794,14712,4.8,4.1,0.6,19.1,0.062,-3.6,-5.9
4302,1985,7,GSW,Chris Mullin,St. John's University,16,986,32163,17911,4034,3450,0.509,0.384,0.865,32163,18.2,4.1,3.5,93.1,0.139,2.8,38.7
4303,1985,8,DAL,Detlef Schrempf,University of Washington,16,1136,33597,15761,7023,3833,0.491,0.384,0.803,33597,13.9,6.2,3.4,109.5,0.156,2.1,35
4304,1985,9,CLE,Charles Oakley,Virginia Union University,19,1282,40280,12417,12205,3217,0.471,0.253,0.761,40280,9.7,9.5,2.5,89.7,0.107,1.5,35.3
4305,1985,10,PHO,Ed Pinckney,Villanova University,12,793,15698,5378,3952,727,0.535,0,0.765,15698,6.8,5,0.9,42.7,0.13,0.8,11.2
4306,1985,11,CHI,Keith Lee,University of Memphis,3,182,2907,1114,861,178,0.451,0.167,0.746,2907,6.1,4.7,1,3.7,0.062,-2,0
4308,1985,13,UTA,Karl Malone,Louisiana Tech University,19,1476,54852,36928,14968,5248,0.516,0.274,0.742,54852,25,10.1,3.6,234.6,0.205,5.4,102.5
4310,1985,15,DEN,Blair Rasmussen,University of Oregon,8,532,11409,5119,3006,467,0.472,0.257,0.767,11409,9.6,5.7,0.9,19,0.08,-3.1,-3.1
4311,1985,16,DAL,Bill Wennington,St. John's University,13,720,9740,3301,2148,440,0.459,0.139,0.787,9740,4.6,3,0.6,17.7,0.087,-3.1,-2.7
4312,1985,17,DAL,Uwe Blab,Indiana University,5,235,1966,505,413,102,0.433,0,0.608,1966,2.1,1.8,0.4,0.4,0.009,-4.8,-1.4
4313,1985,18,DET,Joe Dumars,McNeese State University,14,1018,35139,16401,2203,4612,0.46,0.382,0.843,35139,16.1,2.2,4.5,86.2,0.118,0.2,19.3
4314,1985,19,HOU,Steve Harris,University of Tulsa,5,207,2840,1440,365,238,0.434,0.05,0.842,2840,7,1.8,1.1,3.1,0.053,-3.7,-1.2
4315,1985,20,BOS,Sam Vincent,Michigan State University,7,396,7527,3106,819,1543,0.449,0.182,0.863,7527,7.8,2.1,3.9,10.9,0.069,-2.5,-0.9
4316,1985,21,PHI,Terry Catledge,University of South Alabama,8,515,13541,6520,3314,459,0.485,0.094,0.654,13541,12.7,6.4,0.9,20.9,0.074,-2.3,-1
4317,1985,22,MIL,Jerry Reynolds,Louisiana State University,8,443,8379,4036,1317,904,0.418,0.226,0.749,8379,9.1,3,2,10.5,0.06,-0.3,3.5
4318,1985,23,LAL,A.C. Green,Oregon State University,16,1278,36552,12331,9473,1400,0.494,0.254,0.734,36552,9.6,7.4,1.1,99.5,0.131,0.4,22.2
4319,1985,24,POR,Terry Porter,University of Wisconsin-Stevens Point,17,1274,35354,15586,3872,7160,0.463,0.386,0.836,35354,12.2,3,5.6,110.4,0.15,2,35.9
4322,1985,25,POR,Mike Smrek,Canisius College,7,194,1890,554,422,49,0.431,0,0.617,1890,2.9,2.2,0.3,0.7,0.018,-5,-1.4
4328,1985,31,WSB,Manute Bol,University of Bridgeport,10,624,11698,1599,2647,171,0.407,0.21,0.561,11698,2.6,4.2,0.3,12.3,0.051,-0.6,4.2
4332,1985,35,SAS,Tyrone Corbin,DePaul University,16,1065,27657,9766,5046,1894,0.456,0.299,0.791,27657,9.2,4.7,1.8,56.5,0.098,0.8,19.2
4334,1985,37,UTA,Carey Scurry,Long Island University,3,180,2376,847,524,192,0.48,0.25,0.666,2376,4.7,2.9,1.1,5.3,0.107,3,3
4337,1985,40,DAL,Mark Acres,Oral Roberts University,6,375,5982,1343,1525,180,0.506,0.538,0.665,5982,3.6,4.1,0.5,9.3,0.075,-2,0
4342,1985,45,CLE,Hot Rod Williams,Tulane University,13,887,26327,9784,5998,1592,0.48,0.105,0.726,26327,11,6.8,1.8,70.5,0.129,1.8,25.1
4343,1985,46,CHI,Adrian Branch,University of Maryland,4,130,1429,834,253,96,0.455,0.231,0.744,1429,6.4,1.9,0.7,2.1,0.07,-2.9,-0.3
4344,1985,47,NYK,Gerald Wilkins,University of Tennessee at Chattanooga,13,900,26084,11736,2646,2697,0.45,0.316,0.745,26084,13,2.9,3,33.9,0.062,-1.1,5.6
4353,1985,54,HOU,Sam Mitchell,Mercer University,13,994,22257,8636,3711,1089,0.447,0.223,0.784,22257,8.7,3.7,1.1,41.7,0.09,-2.3,-1.5
4358,1985,59,ATL,Sedric Toney,University of Dayton,5,112,1410,409,98,235,0.365,0.341,0.781,1410,3.7,0.9,2.1,0,0,-6.1,-1.5
4365,1985,66,SAC,Michael Adams,Boston College,11,653,20446,9621,1900,4209,0.415,0.332,0.849,20446,14.7,2.9,6.4,46.9,0.11,1.5,18
4368,1985,69,CHI,Mike Brown,George Washington University,11,626,10961,3130,2762,424,0.455,0.125,0.69,10961,5,4.4,0.7,15.9,0.069,-2.5,-1.4
4383,1985,82,SAS,Scott Roth,University of Wisconsin,3,160,1798,751,204,186,0.375,0.291,0.73,1798,4.7,1.3,1.2,1.1,0.03,-4.2,-1
4384,1985,83,UTA,Delaney Rudd,Wake Forest University,4,239,2357,816,184,519,0.413,0.257,0.761,2357,3.4,0.8,2.2,0.7,0.014,-5.3,-1.9
4385,1985,84,ATL,John Battle,Rutgers University,10,612,10910,5338,824,1257,0.464,0.273,0.793,10910,8.7,1.3,2.1,17.9,0.079,-3.2,-3.3
4388,1985,87,DET,Spud Webb,North Carolina State University,12,814,20288,8072,1742,4342,0.452,0.314,0.848,20288,9.9,2.1,5.3,40.2,0.095,-0.9,5.7
4451,1985,144,SEA,Michael Phelps,Alcorn State University,3,132,1372,470,141,138,0.416,0.091,0.639,1372,3.6,1.1,1,0.3,0.012,-4.4,-0.8
4467,1985,160,MIL,Mario Elie,American International College,11,732,18654,6265,2017,1875,0.473,0.365,0.854,18654,8.6,2.8,2.6,48.9,0.126,0.9,13.7
4470,1986,1,CLE,Brad Daugherty,University of North Carolina,8,548,20029,10389,5227,2028,0.532,0.143,0.747,20029,19,9.5,3.7,65.2,0.156,2.6,23.1
4473,1986,4,IND,Chuck Person,Auburn University,13,943,28941,13858,4763,2645,0.458,0.362,0.723,28941,14.7,5.1,2.8,38.9,0.065,-0.2,12.9
4474,1986,5,NYK,Kenny Walker,University of Kentucky,7,448,9050,3128,1793,299,0.485,0.206,0.749,9050,7,4,0.7,17.9,0.095,-1.2,1.7
4475,1986,6,PHO,William Bedford,University of Memphis,6,238,2514,964,573,109,0.416,0.318,0.605,2514,4.1,2.4,0.5,0.9,0.017,-5.1,-2
4476,1986,7,DAL,Roy Tarpley,University of Michigan,6,280,7476,3533,2803,292,0.483,0.176,0.744,7476,12.6,10,1,19.8,0.127,0.2,4.2
4477,1986,8,CLE,Ron Harper,Miami University,15,1009,31199,13910,4309,3916,0.446,0.289,0.72,31199,13.8,4.3,3.9,65.8,0.101,2.1,32
4478,1986,9,CHI,Brad Sellers,Ohio State University,6,398,7154,2509,1064,435,0.452,0.2,0.793,7154,6.3,2.7,1.1,9.8,0.066,-2.6,-1
4479,1986,10,SAS,Johnny Dawkins,Duke University,9,541,14859,5984,1336,2997,0.456,0.33,0.857,14859,11.1,2.5,5.5,21.8,0.07,-1.8,0.7
4480,1986,11,DET,John Salley,Georgia Institute of Technology,11,748,16524,5228,3356,916,0.506,0.214,0.714,16524,7,4.5,1.2,41.5,0.121,1.7,15.6
4481,1986,12,WSB,John Williams,Louisiana State University,8,435,10952,4406,2201,1262,0.451,0.225,0.704,10952,10.1,5.1,2.9,19.9,0.087,1.3,9.2
4482,1986,13,NJN,Pearl Washington,Syracuse University,3,194,4044,1660,370,733,0.452,0.184,0.746,4044,8.6,1.9,3.8,1.9,0.023,-2.4,-0.4
4483,1986,14,POR,Walter Berry,St. John's University,3,205,4863,2882,971,292,0.539,0.2,0.638,4863,14.1,4.7,1.4,8.2,0.081,-1.3,0.8
4484,1986,15,UTA,Dell Curry,Virginia Polytechnic Institute and State University,16,1083,23549,12670,2617,1909,0.457,0.402,0.843,23549,11.7,2.4,1.8,41.5,0.085,-0.3,10.1
4486,1986,17,SAC,Harold Pressley,Villanova University,4,299,6802,2702,1339,628,0.437,0.358,0.778,6802,9,4.5,2.1,10,0.07,0.7,4.6
4487,1986,18,DEN,Mark Alarie,Duke University,5,325,5500,2432,1120,363,0.475,0.252,0.775,5500,7.5,3.4,1.1,8.4,0.073,-2.2,-0.3
4488,1986,19,ATL,Billy Thompson,University of Louisville,6,300,6697,2566,1615,514,0.505,0.154,0.674,6697,8.6,5.4,1.7,9.6,0.069,-0.1,3.2
4489,1986,20,HOU,Buck Johnson,University of Alabama,7,505,11849,4617,1760,856,0.488,0.113,0.738,11849,9.1,3.5,1.7,20.8,0.084,-0.7,3.7
4490,1986,21,WSB,Anthony Jones,"University of Nevada, Las Vegas",3,164,1704,594,214,119,0.393,0.306,0.74,1704,3.6,1.3,0.7,0.8,0.022,-3.7,-0.7
4491,1986,22,MIL,Scott Skiles,Michigan State University,10,600,16789,6652,1526,3881,0.435,0.379,0.889,16789,11.1,2.5,6.5,30.4,0.087,-1.2,3.2
4496,1986,25,DAL,Mark Price,Georgia Institute of Technology,12,722,21560,10989,1848,4863,0.472,0.402,0.904,21560,15.2,2.6,6.7,71.1,0.158,2.2,22.7
4497,1986,26,IND,Greg Dreiling,University of Kansas,10,474,4241,1014,1018,186,0.467,0.333,0.649,4241,2.1,2.1,0.4,4,0.045,-4.1,-2.3
4498,1986,27,DET,Dennis Rodman,Southeastern Oklahoma State University,14,911,28839,6683,11954,1600,0.521,0.231,0.584,28839,7.3,13.1,1.8,89.8,0.15,3,36.5
4499,1986,28,CHI,Larry Krystkowiak,University of Montana,9,420,9097,3425,2051,513,0.457,0.139,0.795,9097,8.2,4.9,1.2,15.6,0.082,-2.1,-0.2
4500,1986,29,CLE,Johnny Newman,University of Richmond,16,1159,28435,12740,2536,1688,0.461,0.336,0.81,28435,11,2.2,1.5,50.3,0.085,-1.3,4.8
4501,1986,30,SEA,Nate McMillan,North Carolina State University,12,796,20462,4733,3222,4893,0.443,0.343,0.65,20462,5.9,4,6.1,50.2,0.118,3,25.7
4504,1986,33,SAS,Kevin Duckworth,Eastern Illinois University,11,684,17462,8085,3945,598,0.468,0.208,0.736,17462,11.8,5.8,0.9,24.7,0.068,-3.7,-7.4
4510,1986,39,PHO,Rafael Addison,Syracuse University,6,379,5697,2186,780,339,0.449,0.282,0.772,5697,5.8,2.1,0.9,4.9,0.041,-4.1,-3
4512,1986,41,DEN,Otis Smith,Jacksonville University,6,375,7720,3951,1416,690,0.455,0.251,0.762,7720,10.5,3.8,1.8,12.3,0.076,0,3.8
4514,1986,43,HOU,Dave Feitl,University of Texas at El Paso,5,275,3001,1192,815,125,0.433,0,0.751,3001,4.3,3,0.5,1.4,0.022,-6.7,-3.5
4515,1986,44,PHI,David Wingate,Georgetown University,15,740,13243,4166,1420,1376,0.445,0.272,0.738,13243,5.6,1.9,1.9,11.7,0.042,-2.6,-2
4517,1986,46,PHO,Jeff Hornacek,Iowa State University,14,1077,33964,15659,3646,5281,0.496,0.403,0.877,33964,14.5,3.4,4.9,108.9,0.154,3,43.2
4526,1986,53,SEA,Tod Murphy,"University of California, Irvine",5,191,4071,1049,941,183,0.454,0.29,0.679,4071,5.5,4.9,1,8,0.095,-0.9,1.1
4528,1986,55,PHO,Kenny Gattison,Old Dominion University,9,494,9927,3923,2327,444,0.52,0.083,0.649,9927,7.9,4.7,0.9,16.9,0.082,-1.6,1
4534,1986,61,UTA,John Shasky,University of Minnesota,3,136,1505,517,379,34,0.466,0,0.655,1505,3.8,2.8,0.3,2.5,0.079,-4.6,-1
4538,1986,65,ATL,Dave Hoppen,University of Nebraska,6,169,2401,837,647,100,0.518,0.2,0.751,2401,5,3.8,0.6,3.6,0.072,-3.1,-0.7
4539,1986,66,HOU,Anthony Bowie,University of Oklahoma,8,461,8349,2945,1021,840,0.475,0.318,0.824,8349,6.4,2.2,1.8,12.3,0.07,-1.8,0.5
4542,1986,69,LAL,Andre Turner,University of Memphis,6,170,2523,767,263,535,0.422,0.237,0.764,2523,4.5,1.5,3.1,1.8,0.034,-3.7,-1.1
4543,1986,70,ATL,Jim Les,Bradley University,7,321,4222,1210,396,930,0.397,0.396,0.818,4222,3.8,1.2,2.9,8.1,0.092,-2.6,-0.6
4599,1986,120,CHI,Pete Myers,University of Arkansas at Little Rock,9,377,6039,1804,671,807,0.421,0.219,0.668,6039,4.8,1.8,2.1,5.8,0.046,-2.7,-1
4603,1986,124,LAC,Tim Kempton,University of Notre Dame,8,280,3758,1259,795,307,0.481,0,0.677,3758,4.5,2.8,1.1,3.3,0.042,-2.9,-0.8
4612,1986,133,DEN,Anthony Frederick,Pepperdine University,3,147,1640,718,280,135,0.439,0.273,0.699,1640,4.9,1.9,0.9,0.7,0.019,-3.1,-0.5
4644,1987,1,SAS,David Robinson,United States Naval Academy,14,987,34271,20790,10497,2441,0.518,0.25,0.736,34271,21.1,10.6,2.5,178.7,0.25,7.4,80.9
4645,1987,2,PHO,Armen Gilliam,"University of Nevada, Las Vegas",13,929,26421,12700,6401,1088,0.489,0,0.776,26421,13.7,6.9,1.2,58.1,0.106,-1.1,6.2
4646,1987,3,NJN,Dennis Hopson,Ohio State University,5,334,7509,3633,939,539,0.431,0.271,0.765,7509,10.9,2.8,1.6,7.1,0.046,-2.1,-0.3
4647,1987,4,LAC,Reggie Williams,Georgetown University,10,599,16013,7508,2393,1492,0.437,0.298,0.784,16013,12.5,4,2.5,26,0.078,0.5,10.3
4648,1987,5,SEA,Scottie Pippen,University of Central Arkansas,17,1178,41069,18940,7494,6135,0.473,0.326,0.704,41069,16.1,6.4,5.2,125.1,0.146,4.7,69.6
4649,1987,6,SAC,Kenny Smith,University of North Carolina,10,737,22213,9397,1454,4073,0.48,0.399,0.829,22213,12.8,2,5.5,46.8,0.101,-1.2,4.4
4650,1987,7,CLE,Kevin Johnson,University of California,12,735,25061,13127,2404,6711,0.493,0.305,0.841,25061,17.9,3.3,9.1,92.8,0.178,2.4,28
4651,1987,8,CHI,Olden Polynice,University of Virginia,15,1058,24884,8265,7110,744,0.505,0.192,0.535,24884,7.8,6.7,0.7,46.8,0.09,-1.6,2.7
4652,1987,9,SEA,Derrick McKey,University of Alabama,15,937,27229,10266,4387,2254,0.486,0.316,0.779,27229,11,4.7,2.4,61.8,0.109,2,27.3
4653,1987,10,CHI,Horace Grant,Clemson University,17,1165,38621,12996,9443,2575,0.509,0.063,0.692,38621,11.2,8.1,2.2,118.2,0.147,2.6,44.4
4654,1987,11,IND,Reggie Miller,"University of California, Los Angeles",18,1389,47619,25279,4182,4141,0.471,0.395,0.888,47619,18.2,3,3,174.4,0.176,3.3,63.2
4655,1987,12,WSB,Muggsy Bogues,Wake Forest University,14,889,25429,6858,2318,6726,0.458,0.278,0.827,25429,7.7,2.6,7.6,54,0.102,-1.2,5.2
4656,1987,13,LAC,Joe Wolf,University of North Carolina,11,592,9636,2485,1933,596,0.423,0.164,0.77,9636,4.2,3.3,1,3.5,0.017,-4.1,-5.2
4657,1987,14,GSW,Tellis Frank,Western Kentucky University,5,264,4703,1710,1022,276,0.439,0,0.741,4703,6.5,3.9,1,4,0.041,-3,-1.2
4659,1987,16,PHI,Chris Welp,University of Washington,3,109,1173,359,265,43,0.446,0,0.681,1173,3.3,2.4,0.4,1,0.042,-3.5,-0.4
4661,1987,18,NYK,Mark Jackson,St. John's University,17,1296,39121,12489,4963,10334,0.447,0.332,0.77,39121,9.6,3.8,8,91.8,0.113,0.7,27.1
4662,1987,19,LAC,Ken Norman,University of Illinois at Urbana-Champaign,10,646,18992,8717,3949,1355,0.486,0.312,0.567,18992,13.5,6.1,2.1,27.1,0.069,-0.6,6.5
4663,1987,20,DAL,Jim Farmer,University of Alabama,5,136,1454,715,186,111,0.428,0.282,0.73,1454,5.3,1.4,0.8,0.7,0.024,-5,-1.1
4664,1987,21,ATL,Dallas Comegys,DePaul University,2,142,2241,856,452,95,0.457,0,0.682,2241,6,3.2,0.7,1.1,0.024,-3.8,-1
4665,1987,22,BOS,Reggie Lewis,Northeastern University,6,450,14676,7902,1938,1153,0.488,0.2,0.824,14676,17.6,4.3,2.6,38.9,0.127,1.5,13.1
4666,1987,23,SAS,Greg Anderson,University of Houston,10,680,14040,4953,4246,385,0.492,0.087,0.557,14040,7.3,6.2,0.6,18.7,0.064,-2.7,-2.6
4671,1987,26,DAL,Steve Alford,Indiana University,4,169,1641,744,144,176,0.459,0.324,0.87,1641,4.4,0.9,1,3.2,0.093,-2.4,-0.2
4677,1987,32,MIL,Bob McCann,Morehead State University,5,178,2385,739,468,104,0.479,0.2,0.577,2385,4.2,2.6,0.6,2,0.041,-3.3,-0.8
4684,1987,39,PHI,Vincent Askew,University of Memphis,9,467,9361,3311,1176,1017,0.479,0.3,0.754,9361,7.1,2.5,2.2,22.1,0.113,-0.5,3.6
4685,1987,40,MIL,Winston Garland,Missouri State University,7,511,13391,4799,1433,2421,0.43,0.281,0.83,13391,9.4,2.8,4.7,14.2,0.051,-1.8,0.5
4690,1987,45,BOS,Brad Lohaus,University of Iowa,11,656,10378,3854,1869,714,0.44,0.361,0.733,10378,5.9,2.8,1.1,15.2,0.07,-1,2.5
4699,1987,52,CLE,Donald Royal,University of Notre Dame,8,504,8442,3161,1431,500,0.473,0,0.77,8442,6.3,2.8,1,19.1,0.109,-1.7,0.7
4710,1987,63,POR,Kevin Gamble,University of Iowa,10,649,14508,6154,1457,1300,0.502,0.36,0.81,14508,9.5,2.2,2,33.3,0.11,0.1,7.8
4724,1987,75,CLE,Chris Dudley,Yale University,16,886,16321,3473,5457,375,0.412,0,0.458,16321,3.9,6.2,0.4,26.2,0.077,-1.9,0.6
4728,1987,79,CHI,Jack Haley,"University of California, Los Angeles",9,341,3288,1180,922,82,0.425,0,0.655,3288,3.5,2.7,0.2,2.9,0.042,-6.7,-3.9
4751,1987,100,DEN,Ron Grandison,University of New Orleans,4,105,872,254,163,58,0.404,0.167,0.713,872,2.4,1.6,0.6,1.2,0.064,-2.4,-0.1
4758,1987,107,UTA,Bart Kofoed,University of Nebraska at Kearney,5,111,702,162,56,108,0.387,0.188,0.614,702,1.5,0.5,1,0,0.002,-6,-0.7
4817,1988,1,LAC,Danny Manning,University of Kansas,15,883,24202,12367,4615,2063,0.511,0.206,0.729,24202,14,5.2,2.3,55.1,0.109,1.6,21.7
4818,1988,2,IND,Rik Smits,Marist College,12,867,23100,12871,5277,1215,0.507,0.115,0.773,23100,14.8,6.1,1.4,56.6,0.118,-0.5,8.5
4819,1988,3,PHI,Charles Smith,University of Pittsburgh,9,564,16378,8107,3246,798,0.475,0.194,0.774,16378,14.4,5.8,1.4,40.9,0.12,0.2,9.3
4820,1988,4,NJN,Chris Morris,Auburn University,11,747,18748,8184,3544,1182,0.441,0.306,0.739,18748,11,4.7,1.6,37.4,0.096,1.5,16.7
4821,1988,5,GSW,Mitch Richmond,Kansas State University,14,976,34309,20497,3801,3398,0.455,0.388,0.85,34309,21,3.9,3.5,79.3,0.111,0.9,25
4822,1988,6,LAC,Hersey Hawkins,Bradley University,13,983,32034,14470,3554,2860,0.461,0.394,0.87,32034,14.7,3.6,2.9,90.6,0.136,2.4,35.7
4823,1988,7,PHO,Tim Perry,Temple University,8,481,9436,3283,1911,436,0.485,0.318,0.648,9436,6.8,4,0.9,14.6,0.074,-0.7,3
4824,1988,8,CHH,Rex Chapman,University of Kentucky,12,666,19542,9731,1645,1798,0.43,0.35,0.8,19542,14.6,2.5,2.7,24.7,0.061,-1.5,2.2
4825,1988,9,MIA,Rony Seikaly,Syracuse University,11,678,21395,9991,6424,860,0.484,0.188,0.679,21395,14.7,9.5,1.3,37.3,0.084,-1.6,2.2
4826,1988,10,SAS,Willie Anderson,University of Georgia,9,555,15974,6771,2082,2105,0.471,0.266,0.786,15974,12.2,3.8,3.8,27.9,0.084,0,8.3
4827,1988,11,CHI,Will Perdue,Vanderbilt University,13,792,12360,3740,3918,595,0.515,0.067,0.577,12360,4.7,4.9,0.8,26.6,0.103,-1.3,2.3
